VendorID ,tpep_pickup_datetime ,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID ,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,12/1/2023 1:02,12/1/2023 1:22,1,11.37,1,N,132,82,1,45,1,0.5,0,0,1,49.25,0,1.75
2,12/1/2023 1:50,12/1/2023 2:10,1,10.44,1,N,137,78,1,40.8,1,0.5,9.16,0,1,54.96,2.5,0
2,12/1/2023 1:18,12/1/2023 1:26,2,1.46,1,N,148,107,1,10,1,0.5,3,0,1,18,2.5,0
2,12/1/2023 1:27,12/1/2023 1:41,1,4.42,1,N,107,239,1,19.8,1,0.5,4.96,0,1,29.76,2.5,0
2,12/1/2023 1:09,12/1/2023 1:26,1,7.21,1,N,148,74,2,29.6,1,0.5,0,0,1,34.6,2.5,0
2,12/1/2023 1:40,12/1/2023 1:46,1,0.99,1,N,125,261,4,-7.2,-1,-0.5,0,0,-1,-12.2,-2.5,0
2,12/1/2023 1:40,12/1/2023 1:46,1,0.99,1,N,125,261,4,7.2,1,0.5,0,0,1,12.2,2.5,0
2,12/1/2023 1:49,12/1/2023 1:59,2,1.83,1,N,231,249,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
1,12/1/2023 1:02,12/1/2023 1:09,1,0.5,1,N,161,48,1,7.2,3.5,0.5,2,0,1,14.2,2.5,0
2,12/1/2023 1:58,12/1/2023 2:02,1,1,1,N,211,249,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,12/1/2023 1:20,12/1/2023 1:30,1,2.31,1,N,148,170,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,12/1/2023 1:46,12/1/2023 1:55,3,2.51,1,N,148,186,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,12/1/2023 1:56,12/1/2023 2:06,2,2.91,1,N,186,239,2,14.2,1,0.5,0,0,1,19.2,2.5,0
2,12/1/2023 1:22,12/1/2023 1:28,1,1.53,1,N,249,164,1,9.3,1,0.5,3.58,0,1,17.88,2.5,0
2,12/1/2023 1:01,12/1/2023 1:09,1,2.12,1,N,158,230,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,12/1/2023 1:12,12/1/2023 1:18,3,1.01,1,N,114,79,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,12/1/2023 1:27,12/1/2023 1:34,3,1.19,1,N,148,79,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,12/1/2023 1:40,12/1/2023 1:57,5,6.04,1,N,148,142,1,26.8,1,0.5,2,0,1,33.8,2.5,0
2,12/1/2023 1:30,12/1/2023 1:36,1,1.32,1,N,114,90,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
1,12/1/2023 1:01,12/1/2023 1:16,2,3.5,1,N,148,225,1,18.4,3.5,0.5,4.65,0,1,28.05,2.5,0
1,12/1/2023 1:05,12/1/2023 1:26,1,6.3,1,N,249,17,2,27.5,3.5,0.5,0,0,1,32.5,2.5,0
2,12/1/2023 1:19,12/1/2023 1:27,2,1.02,1,N,230,162,2,9.3,1,0.5,0,0,1,14.3,2.5,0
2,12/1/2023 1:11,12/1/2023 1:21,2,2.5,1,N,232,137,1,13.5,1,0.5,1.85,0,1,20.35,2.5,0
2,12/1/2023 1:08,12/1/2023 1:13,2,1.21,1,N,50,162,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,12/1/2023 1:40,12/1/2023 1:42,2,0.54,1,N,170,170,1,5.1,1,0.5,2.02,0,1,12.12,2.5,0
2,12/1/2023 1:08,12/1/2023 1:26,1,4.42,1,N,161,260,1,22.6,1,0.5,5.52,0,1,33.12,2.5,0
2,12/1/2023 1:08,12/1/2023 1:22,1,4.51,1,N,237,7,1,19.8,1,0.5,2,0,1,26.8,2.5,0
2,12/1/2023 1:36,12/1/2023 1:58,1,6.95,1,N,231,24,1,32.4,1,0.5,1,0,1,38.4,2.5,0
2,12/1/2023 1:58,12/1/2023 2:03,1,1.11,5,N,236,75,1,8,0,0.5,0.87,0,1,12.87,2.5,0
2,12/1/2023 1:00,12/1/2023 1:25,1,4.91,1,N,230,87,1,26.8,1,0.5,4.13,0,1,35.93,2.5,0
2,12/1/2023 1:59,12/1/2023 2:08,1,2.3,1,N,164,141,2,12.1,1,0.5,0,0,1,17.1,2.5,0
2,12/1/2023 1:16,12/1/2023 1:22,1,1.27,1,N,163,107,1,9.3,1,0.5,2,0,1,16.3,2.5,0
2,12/1/2023 1:30,12/1/2023 1:36,1,1.35,1,N,79,137,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,12/1/2023 1:18,12/1/2023 1:30,1,2.21,1,N,114,137,2,14.2,1,0.5,0,0,1,19.2,2.5,0
1,12/1/2023 1:32,12/1/2023 1:51,1,5.1,1,N,68,263,1,24,3.5,0.5,2,0,1,31,2.5,0
1,12/1/2023 1:55,12/1/2023 1:59,2,0.4,1,N,263,236,1,5.8,3.5,0.5,2,0,1,12.8,2.5,0
2,12/1/2023 1:16,12/1/2023 1:32,1,4.25,1,N,234,65,1,20.5,1,0.5,5.1,0,1,30.6,2.5,0
2,12/1/2023 1:43,12/1/2023 1:48,1,1.71,1,N,239,48,2,9.3,1,0.5,0,0,1,14.3,2.5,0
2,12/1/2023 1:55,12/1/2023 2:08,1,2.88,1,N,142,263,1,16.3,1,0.5,2,0,1,23.3,2.5,0
2,12/1/2023 1:08,12/1/2023 1:18,1,3.2,1,N,249,143,1,14.9,1,0.5,4.98,0,1,24.88,2.5,0
2,12/1/2023 1:05,12/1/2023 1:26,1,5.13,1,N,231,163,1,25.4,1,0.5,6.08,0,1,36.48,2.5,0
1,12/1/2023 1:06,12/1/2023 1:22,1,8.2,1,N,97,129,2,33.8,1,0.5,0,0,1,36.3,0,0
2,12/1/2023 1:13,12/1/2023 1:27,1,2.47,1,N,142,263,1,16.3,1,0.5,4.26,0,1,25.56,2.5,0
2,12/1/2023 1:49,12/1/2023 1:57,1,2.48,1,N,239,152,2,12.1,1,0.5,0,0,1,17.1,2.5,0
2,12/1/2023 1:05,12/1/2023 1:18,1,6.15,1,N,132,139,1,25.4,1,0.5,0,0,1,29.65,0,1.75
1,12/1/2023 1:24,12/1/2023 1:31,2,0.9,1,N,79,249,1,8.6,3.5,0.5,2,0,1,15.6,2.5,0
2,12/1/2023 1:04,12/1/2023 1:23,1,4.07,1,N,249,80,1,22.6,1,0.5,5.52,0,1,33.12,2.5,0
2,12/1/2023 1:08,12/1/2023 1:19,1,2.48,1,N,148,255,1,14.2,1,0.5,3,0,1,22.2,2.5,0
1,12/1/2023 1:16,12/1/2023 1:32,1,3.4,1,N,88,68,2,18.4,3.5,0.5,0,0,1,23.4,2.5,0
1,12/1/2023 1:45,12/1/2023 1:55,2,2.2,1,N,142,151,1,12.8,3.5,0.5,3.56,0,1,21.36,2.5,0
2,12/1/2023 1:31,12/1/2023 1:49,2,4.71,1,N,125,141,1,21.9,1,0.5,1,0,1,27.9,2.5,0
2,12/1/2023 1:34,12/1/2023 1:40,1,1.28,1,N,230,43,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,12/1/2023 1:41,12/1/2023 1:44,1,0.76,1,N,43,238,1,6.5,1,0.5,1,0,1,12.5,2.5,0
2,12/1/2023 1:08,12/1/2023 1:13,1,0.54,1,N,161,162,1,5.8,1,0.5,0,0,1,10.8,2.5,0
2,12/1/2023 1:38,12/1/2023 1:42,1,0.88,1,N,234,90,1,6.5,1,0.5,1,0,1,12.5,2.5,0
2,12/1/2023 1:06,12/1/2023 1:13,1,0.93,1,N,137,186,4,-8.6,-1,-0.5,0,0,-1,-13.6,-2.5,0
2,12/1/2023 1:06,12/1/2023 1:13,1,0.93,1,N,137,164,4,8.6,1,0.5,0,0,1,13.6,2.5,0
2,12/1/2023 1:24,12/1/2023 1:26,1,0.53,1,N,163,237,1,5.1,1,0.5,2,0,1,12.1,2.5,0
2,12/1/2023 1:06,12/1/2023 1:08,2,0.46,1,N,114,113,1,4.4,1,0.5,2.82,0,1,12.22,2.5,0
2,12/1/2023 1:10,12/1/2023 1:20,1,3.87,1,N,79,236,1,17,1,0.5,4.4,0,1,26.4,2.5,0
2,12/1/2023 1:51,12/1/2023 2:01,2,2.83,1,N,249,233,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,12/1/2023 1:22,12/1/2023 1:29,1,0.84,1,N,114,113,1,7.9,1,0.5,1,0,1,13.9,2.5,0
2,12/1/2023 1:34,12/1/2023 1:53,1,4.58,1,N,113,37,1,23.3,1,0.5,0,0,1,28.3,2.5,0
2,12/1/2023 1:07,12/1/2023 1:13,1,1.47,1,N,229,170,1,8.6,1,0.5,3.4,0,1,17,2.5,0
2,12/1/2023 1:27,12/1/2023 1:37,1,1.71,1,N,229,48,2,11.4,1,0.5,0,0,1,16.4,2.5,0
2,12/1/2023 1:38,12/1/2023 1:47,2,1.54,1,N,90,163,1,10.7,1,0.5,0,0,1,15.7,2.5,0
2,12/1/2023 1:17,12/1/2023 1:44,1,5.44,1,N,230,223,2,29.6,1,0.5,0,0,1,34.6,2.5,0
2,12/1/2023 1:34,12/1/2023 1:40,1,1.64,1,N,148,90,2,8.6,1,0.5,0,0,1,13.6,2.5,0
2,12/1/2023 1:32,12/1/2023 1:42,1,2.25,1,N,249,230,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
1,12/1/2023 1:16,12/1/2023 1:30,1,2.9,1,N,164,262,1,15.6,3.5,0.5,4.1,0,1,24.7,2.5,0
1,12/1/2023 1:41,12/1/2023 1:49,1,3.5,1,N,263,168,2,15.6,1,0.5,0,0,1,18.1,0,0
2,12/1/2023 1:00,12/1/2023 1:01,2,0.25,1,N,148,148,1,3.7,1,0.5,1.74,0,1,10.44,2.5,0
2,12/1/2023 1:22,12/1/2023 1:32,1,2.87,1,N,114,233,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,12/1/2023 1:36,12/1/2023 1:57,1,4.84,1,N,162,41,1,24.7,1,0.5,5.94,0,1,35.64,2.5,0
2,12/1/2023 1:20,12/1/2023 1:34,1,3.41,1,N,142,211,1,17,1,0.5,4.4,0,1,26.4,2.5,0
2,12/1/2023 1:03,12/1/2023 1:43,2,5.9,5,N,249,265,1,95,0,0,15,12.75,1,123.75,0,0
1,12/1/2023 1:44,12/1/2023 1:59,3,3.2,1,N,144,229,1,18.4,3.5,0.5,2.81,0,1,26.21,2.5,0
2,12/1/2023 1:04,12/1/2023 1:16,5,4.4,1,N,88,79,1,19.8,1,0.5,2,0,1,26.8,2.5,0
1,12/1/2023 1:39,12/1/2023 1:47,1,2,1,N,230,239,2,11.4,3.5,0.5,0,0,1,16.4,2.5,0
2,12/1/2023 1:07,12/1/2023 1:13,1,0.98,1,N,148,125,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,12/1/2023 1:17,12/1/2023 1:24,1,0.97,1,N,158,113,1,8.6,1,0.5,2.04,0,1,15.64,2.5,0
2,12/1/2023 1:28,12/1/2023 1:31,1,0.41,1,N,113,79,1,5.1,1,0.5,2.02,0,1,12.12,2.5,0
2,12/1/2023 1:33,12/1/2023 1:38,1,1.31,1,N,107,170,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,12/1/2023 1:09,12/1/2023 1:26,1,3.69,1,N,144,48,2,19.8,1,0.5,0,0,1,24.8,2.5,0
2,12/1/2023 1:44,12/1/2023 1:49,1,0.52,1,N,79,79,1,6.5,1,0.5,2,0,1,13.5,2.5,0
2,12/1/2023 1:10,12/1/2023 1:21,2,1.86,1,N,144,234,1,12.8,1,0.5,1,0,1,18.8,2.5,0
1,12/1/2023 1:01,12/1/2023 1:06,1,0.9,1,N,90,246,1,7.2,3.5,0.5,3,0,1,15.2,2.5,0
1,12/1/2023 1:41,12/1/2023 1:59,1,4.6,1,N,48,7,1,23.3,3.5,0.5,4.81,0,1,33.11,2.5,0
2,12/1/2023 1:41,12/1/2023 1:51,1,4.01,1,N,263,137,1,17.7,1,0.5,4.54,0,1,27.24,2.5,0
2,12/1/2023 1:53,12/1/2023 1:59,1,1.32,1,N,144,231,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,12/1/2023 1:13,12/1/2023 1:25,1,3.79,1,N,237,179,1,18.4,1,0.5,4.68,0,1,28.08,2.5,0
1,12/1/2023 1:52,12/1/2023 1:56,1,0.7,1,N,264,144,1,6.5,3.5,0.5,2.3,0,1,13.8,2.5,0
2,12/1/2023 1:08,12/1/2023 1:09,4,0.23,1,N,144,113,1,3.7,1,0.5,1.74,0,1,10.44,2.5,0
2,12/1/2023 1:13,12/1/2023 1:17,2,0.8,1,N,113,234,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,12/1/2023 1:27,12/1/2023 1:34,2,1.19,1,N,114,114,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,12/1/2023 1:49,12/1/2023 2:06,1,5.5,1,N,113,238,1,24,1,0.5,5.8,0,1,34.8,2.5,0
1,12/1/2023 1:02,12/1/2023 1:10,1,2.3,1,N,142,141,1,12.8,3.5,0.5,3.56,0,1,21.36,2.5,0
1,12/1/2023 1:11,12/1/2023 1:15,1,0.8,1,N,141,236,2,6.5,3.5,0.5,0,0,1,11.5,2.5,0
2,12/1/2023 1:38,12/1/2023 1:54,1,3.77,1,N,161,148,1,19.8,1,0.5,0,0,1,24.8,2.5,0
2,12/1/2023 1:56,12/1/2023 2:11,1,6.8,1,N,148,237,1,29.6,1,0.5,6.92,0,1,41.52,2.5,0
1,12/1/2023 1:22,12/1/2023 1:38,1,3.6,1,N,100,263,1,17.7,3.5,0.5,3,0,1,25.7,2.5,0
1,12/1/2023 1:39,12/1/2023 1:44,1,1.6,1,N,263,162,1,8.6,3.5,0.5,3.4,0,1,17,2.5,0
2,12/1/2023 1:08,12/1/2023 1:14,1,1.03,1,N,68,107,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,12/1/2023 1:23,12/1/2023 1:29,1,1.22,1,N,144,234,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,12/1/2023 1:29,12/1/2023 1:40,2,2.3,1,N,234,48,1,12.8,1,0.5,3,0,1,20.8,2.5,0
2,12/1/2023 1:00,12/1/2023 1:01,1,0.04,1,N,234,90,4,-3.7,-1,-0.5,0,0,-1,-8.7,-2.5,0
2,12/1/2023 1:00,12/1/2023 1:01,1,0.04,1,N,234,234,4,3.7,1,0.5,0,0,1,8.7,2.5,0
1,12/1/2023 1:23,12/1/2023 1:54,1,12.7,1,N,148,147,2,49.2,3.5,0.5,0,0,1,54.2,2.5,0
2,12/1/2023 1:48,12/1/2023 1:53,1,0.73,1,N,249,113,1,5.8,1,0.5,2,0,1,12.8,2.5,0
2,12/1/2023 1:45,12/1/2023 1:53,1,1.61,1,N,230,137,1,10,1,0.5,3,0,1,18,2.5,0
2,12/1/2023 1:36,12/1/2023 1:44,4,2.7,1,N,263,170,1,12.8,1,0.5,5.34,0,1,23.14,2.5,0
2,12/1/2023 1:57,12/1/2023 2:07,3,2.55,1,N,230,125,1,12.8,1,0.5,2.67,0,1,20.47,2.5,0
1,12/1/2023 1:12,12/1/2023 1:23,1,1.6,1,N,68,170,1,11.4,3.5,0.5,3.28,0,1,19.68,2.5,0
2,12/1/2023 1:19,12/1/2023 1:26,1,1.64,1,N,239,236,2,9.3,1,0.5,0,0,1,14.3,2.5,0
2,12/1/2023 1:22,12/1/2023 1:37,1,3.83,1,N,148,225,2,19.1,1,0.5,0,0,1,24.1,2.5,0
2,12/1/2023 1:10,12/1/2023 1:21,1,2.28,1,N,148,90,1,13.5,1,0.5,5.55,0,1,24.05,2.5,0
2,12/1/2023 1:31,12/1/2023 1:40,1,1.94,1,N,100,163,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,12/1/2023 1:07,12/1/2023 1:16,5,1.58,1,N,163,233,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,12/1/2023 1:23,12/1/2023 1:27,5,0.73,1,N,107,137,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,12/1/2023 1:51,12/1/2023 1:54,5,0.91,1,N,186,230,1,6.5,1,0.5,2.88,0,1,14.38,2.5,0
2,12/1/2023 1:48,12/1/2023 2:08,2,2.98,1,N,163,48,2,19.8,1,0.5,0,0,1,24.8,2.5,0
2,12/1/2023 1:04,12/1/2023 1:16,1,4.02,1,N,114,163,1,17.7,1,0.5,4.54,0,1,27.24,2.5,0
2,12/1/2023 1:32,12/1/2023 1:45,2,2.36,1,N,249,233,1,14.2,1,0.5,19.01,0,1,38.21,2.5,0
2,12/1/2023 1:59,12/1/2023 2:05,1,1.56,1,N,186,48,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,12/1/2023 1:07,12/1/2023 1:20,1,3.65,1,N,141,90,1,17,1,0.5,1,0,1,23,2.5,0
2,12/1/2023 1:43,12/1/2023 2:11,1,19.94,2,N,132,141,1,70,0,0.5,16.19,6.94,1,98.88,2.5,1.75
2,12/1/2023 1:22,12/1/2023 1:34,1,1.75,1,N,79,249,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,12/1/2023 1:31,12/1/2023 1:38,1,1.39,1,N,234,125,1,8.6,1,0.5,1.36,0,1,14.96,2.5,0
2,12/1/2023 1:51,12/1/2023 2:10,1,4.25,1,N,113,142,1,22.6,1,0.5,5,0,1,32.6,2.5,0
2,12/1/2023 1:22,12/1/2023 1:29,1,2.22,1,N,142,151,1,12.1,1,0.5,2,0,1,19.1,2.5,0
2,12/1/2023 1:44,12/1/2023 1:47,1,0.7,1,N,48,230,2,5.8,1,0.5,0,0,1,10.8,2.5,0
2,12/1/2023 2:00,12/1/2023 2:11,1,1.83,1,N,234,48,2,12.8,1,0.5,0,0,1,17.8,2.5,0
2,12/1/2023 1:14,12/1/2023 1:21,1,0.95,1,N,231,144,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,12/1/2023 1:22,12/1/2023 1:25,1,0.47,1,N,144,114,1,5.1,1,0.5,2.02,0,1,12.12,2.5,0
2,12/1/2023 1:12,12/1/2023 1:30,1,4.13,1,N,48,145,1,21.2,1,0.5,5.24,0,1,31.44,2.5,0
2,12/1/2023 1:33,12/1/2023 1:55,1,11.37,1,N,145,130,1,44.3,1,0.5,11.7,0,1,58.5,0,0
2,12/1/2023 1:45,12/1/2023 1:56,1,2.7,1,N,100,148,2,14.9,1,0.5,0,0,1,19.9,2.5,0
2,12/1/2023 1:46,12/1/2023 2:08,2,18.6,2,N,132,148,1,70,0,0.5,14.8,0,1,90.55,2.5,1.75
2,12/1/2023 1:42,12/1/2023 1:48,1,1.11,1,N,230,125,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,12/1/2023 1:11,12/1/2023 1:21,1,1.65,1,N,158,79,1,10.7,1,0.5,0,0,1,15.7,2.5,0
2,12/1/2023 1:16,12/1/2023 1:48,1,11.06,1,N,162,95,2,45,1,0.5,0,6.94,1,56.94,2.5,0
2,12/1/2023 1:09,12/1/2023 1:13,5,0.45,1,N,114,249,2,5.1,1,0.5,0,0,1,10.1,2.5,0
2,12/1/2023 1:17,12/1/2023 1:25,5,0.8,1,N,249,249,1,8.6,1,0.5,4.08,0,1,17.68,2.5,0
2,12/1/2023 1:49,12/1/2023 1:53,5,0.77,1,N,249,68,1,5.8,1,0.5,5,0,1,15.8,2.5,0
2,12/1/2023 1:00,12/1/2023 1:11,3,1.46,1,N,209,144,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,12/1/2023 1:54,12/1/2023 2:01,4,1.87,1,N,158,246,1,10,1,0.5,3,0,1,18,2.5,0
2,12/1/2023 1:08,12/1/2023 1:31,1,5.34,1,N,148,50,1,28.2,1,0.5,2,0,1,35.2,2.5,0
2,12/1/2023 1:10,12/1/2023 1:23,1,2.41,1,N,158,87,1,14.9,1,0.5,3.98,0,1,23.88,2.5,0
2,12/1/2023 1:24,12/1/2023 1:46,1,8.11,1,N,88,263,1,35.9,1,0.5,1,0,1,41.9,2.5,0
2,12/1/2023 1:53,12/1/2023 2:18,1,6.7,1,N,237,129,2,-31,-1,-0.5,0,0,-1,-36,-2.5,0
2,12/1/2023 1:53,12/1/2023 2:18,1,6.7,1,N,237,82,2,31,1,0.5,0,0,1,36,2.5,0
2,12/1/2023 1:04,12/1/2023 1:10,1,0.7,1,N,100,48,1,7.2,1,0.5,2,0,1,14.2,2.5,0
1,12/1/2023 1:16,12/1/2023 1:27,1,3,1,N,114,229,1,14.9,3.5,0.5,1,0,1,20.9,2.5,0
1,12/1/2023 1:42,12/1/2023 1:52,1,1.3,1,N,114,249,2,10.7,3.5,0.5,0,0,1,15.7,2.5,0
1,12/1/2023 1:03,12/1/2023 1:14,2,2.8,1,N,234,140,1,14.9,3.5,0.5,0,0,1,19.9,2.5,0
1,12/1/2023 1:16,12/1/2023 1:20,1,1,1,N,140,141,1,7.2,3.5,0.5,2.4,0,1,14.6,2.5,0
2,12/1/2023 1:46,12/1/2023 2:09,1,7.05,1,N,100,255,1,32.4,1,0.5,11.22,0,1,48.62,2.5,0
2,12/1/2023 1:06,12/1/2023 1:12,1,1.41,1,N,107,164,1,8.6,1,0.5,2.45,0,1,16.05,2.5,0
1,12/1/2023 1:04,12/1/2023 1:08,1,1.1,1,N,48,143,1,7.2,3.5,0.5,2,0,1,14.2,2.5,0
1,12/1/2023 1:58,12/1/2023 2:12,1,4.2,1,N,114,236,1,19.8,3.5,0.5,2.5,0,1,27.3,2.5,0
2,12/1/2023 1:30,12/1/2023 1:37,1,1.75,1,N,249,234,4,-10,-1,-0.5,0,0,-1,-15,-2.5,0
2,12/1/2023 1:30,12/1/2023 1:37,1,1.75,1,N,249,234,4,10,1,0.5,0,0,1,15,2.5,0
2,12/1/2023 1:12,12/1/2023 1:26,1,3.57,1,N,163,211,1,18.4,1,0.5,4.68,0,1,28.08,2.5,0
2,12/1/2023 1:59,12/1/2023 2:02,1,0.97,1,N,249,234,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
1,12/1/2023 1:15,12/1/2023 1:30,1,3.8,1,N,234,239,1,17.7,3.5,0.5,4.55,0,1,27.25,2.5,0
2,12/1/2023 1:04,12/1/2023 1:24,1,7.48,1,N,158,116,1,32.4,1,0.5,7.48,0,1,44.88,2.5,0
2,12/1/2023 1:35,12/1/2023 1:40,1,0.46,1,N,107,114,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
2,12/1/2023 1:08,12/1/2023 1:17,1,2.17,1,N,186,231,1,11.4,1,0.5,0,0,1,16.4,2.5,0
2,12/1/2023 1:01,12/1/2023 1:06,1,1.29,1,N,249,186,1,7.9,1,0.5,0,0,1,12.9,2.5,0
2,12/1/2023 1:30,12/1/2023 1:40,3,2.36,1,N,114,48,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,12/1/2023 1:55,12/1/2023 2:04,1,1,1,N,114,148,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,12/1/2023 1:17,12/1/2023 1:22,1,0.88,1,N,226,7,1,7.2,1,0.5,1.94,0,1,11.64,0,0
2,12/1/2023 1:01,12/1/2023 1:11,2,1.91,1,N,107,68,1,12.1,1,0.5,2,0,1,19.1,2.5,0
2,12/1/2023 1:14,12/1/2023 1:31,1,9.27,1,N,246,127,2,37.3,1,0.5,0,0,1,42.3,2.5,0
2,12/1/2023 1:01,12/1/2023 1:18,1,3.98,1,N,48,236,1,21.2,1,0.5,4.5,0,1,30.7,2.5,0
2,12/1/2023 1:23,12/1/2023 1:26,1,1.24,1,N,237,263,1,7.2,1,0.5,1.83,0,1,14.03,2.5,0
2,12/1/2023 1:38,12/1/2023 1:39,1,0.19,1,N,230,163,4,-3,-1,-0.5,0,0,-1,-8,-2.5,0
2,12/1/2023 1:38,12/1/2023 1:39,1,0.19,1,N,230,163,4,3,1,0.5,0,0,1,8,2.5,0
2,12/1/2023 1:21,12/1/2023 1:29,1,1.55,1,N,148,224,1,10.7,1,0.5,2,0,1,17.7,2.5,0
2,12/1/2023 1:45,12/1/2023 2:17,2,7.48,1,N,144,263,1,37.3,1,0.5,6.34,0,1,48.64,2.5,0
1,12/1/2023 1:05,12/1/2023 1:22,1,4.3,1,N,249,25,1,21.2,3.5,0.5,5,0,1,31.2,2.5,0
1,12/1/2023 1:38,12/1/2023 1:49,1,4.4,1,N,87,170,1,19.8,3.5,0.5,4.95,0,1,29.75,2.5,0
2,12/1/2023 1:35,12/1/2023 1:40,3,1.13,1,N,107,164,1,7.2,1,0.5,1,0,1,13.2,2.5,0
1,12/1/2023 1:26,12/1/2023 1:39,1,8.5,1,N,88,262,1,33.1,3.5,0.5,3.5,0,1,41.6,2.5,0
2,12/1/2023 1:10,12/1/2023 1:33,1,5.54,1,N,246,166,1,28.2,1,0.5,6.64,0,1,39.84,2.5,0
2,12/1/2023 1:59,12/1/2023 2:01,3,0.49,1,N,68,90,1,4.4,1,0.5,2.35,0,1,11.75,2.5,0
2,12/1/2023 1:14,12/1/2023 1:23,1,1.18,1,N,230,68,2,10,1,0.5,0,0,1,15,2.5,0
2,12/1/2023 1:34,12/1/2023 1:41,1,1.67,1,N,230,143,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,12/1/2023 1:59,12/1/2023 2:09,1,2.6,1,N,163,151,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,12/1/2023 1:25,12/1/2023 1:30,3,0.59,1,N,48,163,1,6.5,1,0.5,2.88,0,1,14.38,2.5,0
2,12/1/2023 1:35,12/1/2023 1:38,1,0.62,1,N,48,48,1,5.8,1,0.5,1.08,0,1,11.88,2.5,0
2,12/1/2023 1:58,12/1/2023 2:08,1,3.48,1,N,48,236,1,16.3,1,0.5,3.2,0,1,24.5,2.5,0
2,12/1/2023 1:04,12/1/2023 1:13,1,1.98,1,N,48,186,2,12.1,1,0.5,0,0,1,17.1,2.5,0
2,12/1/2023 1:41,12/1/2023 1:50,6,2.56,1,N,48,263,1,12.8,1,0.5,5.34,0,1,23.14,2.5,0
2,12/1/2023 1:50,12/1/2023 2:07,1,5.59,1,N,79,179,1,24.7,1,0.5,4,0,1,33.7,2.5,0
2,12/1/2023 1:02,12/1/2023 1:08,1,0.83,1,N,211,231,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,12/1/2023 1:11,12/1/2023 1:17,1,0.64,1,N,211,211,1,7.2,1,0.5,3.66,0,1,15.86,2.5,0
2,12/1/2023 1:18,12/1/2023 1:32,1,3.25,1,N,211,162,1,17,1,0.5,1,0,1,23,2.5,0
2,12/1/2023 0:54,12/1/2023 0:58,1,0.67,1,N,161,163,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
2,12/1/2023 1:40,12/1/2023 1:48,1,1.64,1,N,48,164,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,12/1/2023 1:26,12/1/2023 1:46,1,4.1,1,N,48,232,1,21.9,1,0.5,5.38,0,1,32.28,2.5,0
2,12/1/2023 1:00,12/1/2023 1:11,1,1.7,1,N,142,48,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,12/1/2023 1:44,12/1/2023 1:51,1,1.34,1,N,230,229,1,8.6,1,0.5,3.4,0,1,17,2.5,0
1,12/1/2023 1:09,12/1/2023 1:14,1,0.5,1,N,161,229,1,6.5,3.5,0.5,2,0,1,13.5,2.5,0
1,12/1/2023 1:56,12/1/2023 2:02,3,1.1,1,N,164,170,1,7.9,3.5,0.5,3.85,0,1,16.75,2.5,0
1,12/1/2023 1:23,12/1/2023 1:40,1,3.1,1,N,231,68,1,16.3,3.5,0.5,4.25,0,1,25.55,2.5,0
